text,label,source,confidence
"Phòng khám FV | Phí khám nhi khoa, Tiêm vắc xin 6in1",Sức khoẻ,gemini_synthetic,0.9
"Nhà Thuốc An Khang | Thuốc cảm cúm Hapacol, Kem đánh răng Sensodyne",Sức khoẻ,gemini_synthetic,0.9
"Tâm Anh General Hospital | Nội soi dạ dày, Sinh thiết",Sức khoẻ,gemini_synthetic,0.9
Nha Khoa Sài Gòn | Niềng răng mắc cài kim loại,Sức khoẻ,gemini_synthetic,0.9
"California Wow Xperience | Gói tập thể dục nhóm, Ghế massage thư giãn",Sức khoẻ,gemini_synthetic,0.9
"Long Châu | Thuốc kháng sinh Cefixim 200mg, Bông y tế, Cồn sát khuẩn",Sức khoẻ,gemini_synthetic,0.9
"Pharmacity | Sữa Ensure Gold 850g, Máy đo huyết áp điện tử",Sức khoẻ,gemini_synthetic,0.9
"Paracetamol 500mg, Vitamin E 400IU, Băng gạc y tế",Sức khoẻ,gemini_synthetic,0.9
"Khám tổng quát, Siêu âm tuyến giáp, Xét nghiệm chức năng gan",Sức khoẻ,gemini_synthetic,0.9
"Gói tập gym 1 năm, Huấn luyện viên cá nhân",Sức khoẻ,gemini_synthetic,0.9
"Thuốc nhỏ mắt Systane, Nước muối rửa mũi, Viên sủi Alka Seltzer",Sức khoẻ,gemini_synthetic,0.9
"Whey Protein Isolate 2kg, BCAA powder, Multivitamin tổng hợp",Sức khoẻ,gemini_synthetic,0.9
"Khám nha khoa định kỳ, Tẩy trắng răng, Trám răng",Sức khoẻ,gemini_synthetic,0.9
"Mắt kính cận loạn, Tròng chống tia UV",Sức khoẻ,gemini_synthetic,0.9
"Thuốc hạ sốt, Oresol, Kem chống muỗi Soffell",Sức khoẻ,gemini_synthetic,0.9
Bệnh Viện Phụ Sản Từ Dũ,Sức khoẻ,gemini_synthetic,0.9
California Fitness & Yoga,Sức khoẻ,gemini_synthetic,0.9
Nhà Thuốc Phương Chính,Sức khoẻ,gemini_synthetic,0.9
Nha Khoa Family,Sức khoẻ,gemini_synthetic,0.9
"Pharmacity | Paracetamol 500mg hộp 10 vỉ, Vitamin C 1000mg, Khẩu trang y tế 3 lớp",Sức khoẻ,gemini_synthetic,0.9
"Long Châu | Amoxicillin 500mg, Thuốc nhỏ mắt V.Rohto, Băng dán cá nhân",Sức khoẻ,gemini_synthetic,0.9
"Bệnh Viện Đa Khoa Tâm Anh | Khám tổng quát, Xét nghiệm máu cơ bản, Siêu âm bụng",Sức khoẻ,gemini_synthetic,0.9
"Nha Khoa Kim | Lấy cao răng, Trám răng composite, Nhổ răng số 8",Sức khoẻ,gemini_synthetic,0.9
"California Fitness & Yoga | Gói tập gym 6 tháng, Lớp yoga Hatha, Thuê PT 5 buổi",Sức khoẻ,gemini_synthetic,0.9
"Mắt Kính 365 | Cắt kính cận, Gọng kính Titanium, Dung dịch rửa mắt kính",Sức khoẻ,gemini_synthetic,0.9
"Vinmec | Phí khám bác sĩ chuyên khoa Nhi, Gói tiêm vắc xin 6 trong 1, Thuốc ho Pectrans",Sức khoẻ,gemini_synthetic,0.9
"Elite Fitness | Thẻ thành viên 1 năm, Khóa học bơi nâng cao, Dịch vụ xông hơi",Sức khoẻ,gemini_synthetic,0.9
"Phòng Khám Đa Khoa Hoàn Mỹ | Xét nghiệm chức năng gan, Chụp X-quang phổi, Tư vấn dinh dưỡng",Sức khoẻ,gemini_synthetic,0.9
"Pharmacity | Oresol gói, Gel rửa tay khô 500ml, Dầu gió xanh",Sức khoẻ,gemini_synthetic,0.9
"Long Châu | Glucosamine 1500mg, Sữa Ensure Gold 400g, Berocca Performance",Sức khoẻ,gemini_synthetic,0.9
"FPT Pharma | Nhiệt kế hồng ngoại, Bông y tế tiệt trùng, Cồn 90 độ",Sức khoẻ,gemini_synthetic,0.9
"Gymmax Fitness | Đăng ký gói Gold 3 tháng, Lớp Zumba, Nước uống thể thao",Sức khoẻ,gemini_synthetic,0.9
"Nha Khoa Paris | Tẩy trắng răng Laser Whitening, Niềng răng mắc cài, Khám tổng quát răng miệng",Sức khoẻ,gemini_synthetic,0.9
"Medlatec | Gói xét nghiệm tầm soát ung thư, Lấy mẫu tại nhà, Kết quả online",Sức khoẻ,gemini_synthetic,0.9
"Bệnh viện Mắt TP.HCM | Khám mắt định kỳ, Phẫu thuật Lasik, Kính áp tròng",Sức khoẻ,gemini_synthetic,0.9
"An Khang | Omega-3 Fish Oil 1000mg, Vitamin tổng hợp One A Day, Viên uống bổ gan",Sức khoẻ,gemini_synthetic,0.9
"Thiết Bị Y Tế Minh Khang | Máy đo huyết áp điện tử Omron, Nhiệt kế thủy ngân, Cây nạng",Sức khoẻ,gemini_synthetic,0.9
"Yoga Plus | Khóa học Yoga bầu, Lớp Thiền định, Thảm tập yoga cao cấp",Sức khoẻ,gemini_synthetic,0.9
"Vinmec | Khám thai định kỳ, Siêu âm 4D, Thuốc bổ sung sắt cho mẹ bầu",Sức khoẻ,gemini_synthetic,0.9
"Pharmacity | Băng gạc y tế, Thuốc cảm cúm Hapacol, Nước súc miệng Listerine",Sức khoẻ,gemini_synthetic,0.9
"Long Châu | Thuốc tiêu hóa Pepsine, Bổ sung Canxi D3, Xịt họng Betadine",Sức khoẻ,gemini_synthetic,0.9
"Bệnh viện FV | Phí phẫu thuật nội soi, Phòng nghỉ dưỡng VIP, Thuốc giảm đau",Sức khoẻ,gemini_synthetic,0.9
"Hệ thống tiêm chủng VNVC | Tiêm vắc xin cúm mùa, Vắc xin thủy đậu, Khám sàng lọc trước tiêm",Sức khoẻ,gemini_synthetic,0.9
"California Fitness | Gói gym sv 12th, pt cá nhân 10 buổi, nước khoáng",Sức khoẻ,gemini_synthetic,0.9
"Mắt Kính Sài Gòn | Tròng kính chống ánh sáng xanh, Gọng kính cận nam, Hộp đựng kính",Sức khoẻ,gemini_synthetic,0.9
"Phòng Khám Việt Hàn | Khám da liễu, Điều trị mụn trứng cá, Thuốc bôi ngoài da",Sức khoẻ,gemini_synthetic,0.9
"An Khang | Thuốc trị nấm da, Dung dịch vệ sinh phụ nữ, Khẩu trang y tế N95",Sức khoẻ,gemini_synthetic,0.9
"Paracetamol 500mg, Thuốc ho Bảo Thanh, Bổ sung Vitamin B complex",Sức khoẻ,gemini_synthetic,0.9
"Khám nha khoa, Lấy cao răng, Tẩy trắng răng",Sức khoẻ,gemini_synthetic,0.9
"Gói tập gym 3 tháng, Huấn luyện viên cá nhân, Nước uống thể thao",Sức khoẻ,gemini_synthetic,0.9
"Sữa Ensure Gold 850g, Glucosamine HCL 1500mg, Collagen Type II",Sức khoẻ,gemini_synthetic,0.9
"Xét nghiệm tổng quát, Siêu âm tim, Đo điện tâm đồ",Sức khoẻ,gemini_synthetic,0.9
"Cắt kính cận đổi màu, Gọng kính Titanium, Hộp đựng kính",Sức khoẻ,gemini_synthetic,0.9
"Thuốc trị đau dạ dày, Men vi sinh, Thuốc nhỏ mắt",Sức khoẻ,gemini_synthetic,0.9
"Vé bơi tháng, Gói tập Yoga cơ bản, Thuê thảm tập",Sức khoẻ,gemini_synthetic,0.9
Bệnh Viện Quân Y 175,Sức khoẻ,gemini_synthetic,0.9
"Pharmacity | Paracetamol 500mg, Oresol cam, Bông y tế",Sức khoẻ,gemini_synthetic,0.9
"Long Châu | Vitamin C lọ 100 viên, Kẹo ngậm ho, Dầu tràm",Sức khoẻ,gemini_synthetic,0.9
"Bệnh Viện Đa Khoa Tâm Anh | Khám tổng quát, Xét nghiệm công thức máu",Sức khoẻ,gemini_synthetic,0.9
"Nha Khoa Kim | Lấy cao răng định kỳ, Trám răng sâu",Sức khoẻ,gemini_synthetic,0.9
"California Fitness & Yoga | Gói tập gym 6 tháng, Lớp yoga cơ bản",Sức khoẻ,gemini_synthetic,0.9
"Mắt Kính 365 | Cắt kính cận, Dung dịch rửa kính",Sức khoẻ,gemini_synthetic,0.9
"An Khang | Thuốc nhỏ mắt V.Rohto, Thuốc cảm cúm Hapacol",Sức khoẻ,gemini_synthetic,0.9
"Phòng Khám Đa Khoa Hoàn Mỹ | Siêu âm thai, Khám phụ khoa",Sức khoẻ,gemini_synthetic,0.9
"Gymmax Fitness | Thẻ thành viên 1 năm, Huấn luyện viên cá nhân",Sức khoẻ,gemini_synthetic,0.9
"Pharmacity | Kem đánh răng P/S, Sữa rửa mặt Cetaphil",Sức khoẻ,gemini_synthetic,0.9
"Bệnh viện Từ Dũ | Phí sinh thường, Tiêm vắc xin uốn ván",Sức khoẻ,gemini_synthetic,0.9
"Elite Fitness | Gói bơi lội 3 tháng, Khăn tập gym",Sức khoẻ,gemini_synthetic,0.9
"Long Châu | Glucosamine HCL 1500mg, Dầu cá Omega 3",Sức khoẻ,gemini_synthetic,0.9
"Nha Khoa Paris | Tẩy trắng răng, Nhổ răng khôn",Sức khoẻ,gemini_synthetic,0.9
"Nhà thuốc Minh Châu | Khẩu trang y tế hộp 50 cái, Cồn sát khuẩn",Sức khoẻ,gemini_synthetic,0.9
"Thegioihoanmy.vn | Whey Protein Isolate 2.2kg, BCAA powder",Sức khoẻ,gemini_synthetic,0.9
"Phòng khám Nhi Đồng | Khám sốt siêu vi, Thuốc hạ sốt",Sức khoẻ,gemini_synthetic,0.9
"Watsons | Collagen thủy phân, Kem chống nắng La Roche-Posay",Sức khoẻ,gemini_synthetic,0.9
"Specsavers | Gọng kính cận, Mắt kính đổi màu",Sức khoẻ,gemini_synthetic,0.9
"FPT Long Châu | Men vi sinh, Thuốc đau dạ dày",Sức khoẻ,gemini_synthetic,0.9
"Bệnh viện Chợ Rẫy | Chụp MRI não, Phí cấp cứu",Sức khoẻ,gemini_synthetic,0.9
"CLB Bơi lội Yết Kiêu | Học phí bơi cấp tốc, Kính bơi",Sức khoẻ,gemini_synthetic,0.9
"Nhà thuốc An Khang | Máy đo huyết áp điện tử, Que thử tiểu đường",Sức khoẻ,gemini_synthetic,0.9
"Paracetamol 500mg, Vitamin D3, Dầu gió xanh",Sức khoẻ,gemini_synthetic,0.9
"Khám tổng quát, Xét nghiệm đường huyết, Siêu âm tim",Sức khoẻ,gemini_synthetic,0.9
"Gói tập yoga 1 tháng, Thảm yoga, Dây kháng lực",Sức khoẻ,gemini_synthetic,0.9
"Omega-3 Fish Oil 1000mg, Multivitamin, Kẽm lọ 30 viên",Sức khoẻ,gemini_synthetic,0.9
"Nhiệt kế hồng ngoại, Băng gạc y tế, Nước muối sinh lý",Sức khoẻ,gemini_synthetic,0.9
"Phí nhổ răng khôn, Chụp X-quang răng",Sức khoẻ,gemini_synthetic,0.9
"Học phí bơi lội, Mũ bơi silicon, Kính bơi",Sức khoẻ,gemini_synthetic,0.9
Bệnh Viện 115,Sức khoẻ,gemini_synthetic,0.9
"Nhà thuốc Pharmacity | Thuốc cảm cúm Hapacol, Vitamin tổng hợp cho bé, Xịt mũi Sterimar",Sức khoẻ,gemini_synthetic,0.9
"Khám tổng quát, Siêu âm tim, Xét nghiệm công thức máu",Sức khoẻ,gemini_synthetic,0.9
"Long Châu | Thuốc cảm cúm Hapacol, khẩu trang y tế 3 lớp, nước súc miệng Listerine",Sức khoẻ,gemini_synthetic,0.9
"Phi bôi thuôc, Điều trị hông ngoại, Phẫu thuật cắt trĩ, phi truyên dich",Sức khoẻ,synthetic,0.95
Guardian | OBAGI SERUM C 15% 12.5M,Sức khoẻ,synthetic,0.95
Phòng Khám Đa Khoa Nguyễn Trãi | Phí điều trị đốt,Sức khoẻ,synthetic,0.95
Pharmacity | Charz Orange,Sức khoẻ,synthetic,0.95
"Khoa Binh Thuan | Phi Tieu Phau, Ve sinh thay bang",Sức khoẻ,synthetic,0.95
Bệnh Viện Từ Dũ - Nhà thuốc 227 Cống Quỳnh | Gyfor 100ml,Sức khoẻ,synthetic,0.95
"CÔNG TY CỔ PHẦN DƯỢC PHẨM PHARMACITY | Salonsip (10goi), PMC Xịt Rua Tay Kho Hương Tra Xanh 18ml, Panadol Extra - Moi (180vien), Lacteol Sachet 340mg (H10goi), PMC Con 70 (500ml), DD Alfasept Handrub Lavitec (500ml)",Sức khoẻ,synthetic,0.95
"Pharmacity | Farzincol 10mg, Charz Orange",Sức khoẻ,synthetic,0.95
"Khoa Binh Thuan | Phi Tieu Phau, Phi tiem",Sức khoẻ,synthetic,0.95
"CÔNG TY CỔ PHẦN DƯỢC PHẨM FPT LONG CHÂU | URGOBAND 10CM X 4.5M - BĂNG THUN 3 MÓC, GÔN BẠCH TUYẾT CẮT SĂN ZIGZAG 100G, NATRI CLORID 0.9% F.T 500ML DUNG DỊCH SÚC MIỆNG, GĂNG TAY Y TẾ CÓ BỘT SUPER CARE LATEX POWDER EXAMINATION GLOVES SIZE M - HỘP 100 CÁI, URGO DURABLE 102 MIẾNG - BĂNG CÁ NHÂN VẢI ĐỎ ĐINH CAO, CHAI XỊT LẠNH GIẢM ĐAU SAU CHẤN THƯƠNG STARBALM COLD SPRAY NOVUM 150ML, NƯỚC OXY GIÀ VĨNH PHÚC 3% 60ML, CỒN 70 ĐỘ VĨNH PHÚC CÓ VÒI XỊT 500ML, GẠC BẠO THẠCH LỚN 8CMDX10CMX12 LỚP BỊCH 10 MIẾNG",Sức khoẻ,synthetic,0.95
"CÔNG TY CỔ PHẦN DƯỢC PHẨM PHARMACITY | PMC Xịt Rua Tay Kho Hương Tra Xanh 18ml, PMC Con 70 (500ml), Lacteol Sachet 340mg (H10goi), Panadol Extra - Moi (180vien), Salonsip (10goi), DD Alfasept Handrub Lavitec (500ml)",Sức khoẻ,synthetic,0.95
"CÔNG TY CỔ PHẦN DƯỢC PHẨM PHARMACITY | DD Alfasept Handrub Lavitec (500ml), PMC Con 70 (500ml), Panadol Extra - Moi (180vien), PMC Xịt Rua Tay Kho Hương Tra Xanh 18ml, Salonsip (10goi)",Sức khoẻ,synthetic,0.95
"BỆNH VIỆN BACH MAI NHÀ THUỐC SỐ 3 | Probioticslactomin plus 3g, Babyta, Masumax, Newbutin SR",Sức khoẻ,synthetic,0.95
"Điện tim thường, Phi bôi thuôc, Phẫu thuật cắt trĩ, phi truyên dich",Sức khoẻ,synthetic,0.95
"NHÀ THUỐC BỆNH VIỆN ĐA KHOA HÀ ĐÔNG | Povidon iod 10%/150ml, vòng tay một lần, Fogyma, BONE-ER Vitamin D3-K2, Stiprol (Glycerol) 9g h/6 tub thụt",Sức khoẻ,synthetic,0.95
"Bệnh Viện Từ Dũ - Nhà thuốc 227 Cống Quỳnh | Saferon, Gyfor 100ml",Sức khoẻ,synthetic,0.95
"CÔNG TY CỔ PHẦN DƯỢC PHẨM PHARMACITY | DD Alfasept Handrub Lavitec (500ml), PMC Con 70 (500ml), PMC Xịt Rua Tay Kho Hương Tra Xanh 18ml, Salonsip (10goi), Panadol Extra - Moi (180vien)",Sức khoẻ,synthetic,0.95
"Pharmacity | Farzincol 10mg, Forza Diet Multivitamin",Sức khoẻ,synthetic,0.95
"CÔNG TY CỔ PHẦN DƯỢC PHẨM FPT LONG CHÂU | GĂNG TAY Y TẾ CÓ BỘT SUPER CARE LATEX POWDER EXAMINATION GLOVES SIZE M - HỘP 100 CÁI, CHAI XỊT LẠNH GIẢM ĐAU SAU CHẤN THƯƠNG STARBALM COLD SPRAY NOVUM 150ML, POVIDINE PHARMEDIC 90ML, NƯỚC OXY GIÀ VĨNH PHÚC 3% 60ML, GẠC BẠO THẠCH LỚN 8CMDX10CMX12 LỚP BỊCH 10 MIẾNG, CỒN 70 ĐỘ VĨNH PHÚC CÓ VÒI XỊT 500ML, URGO DURABLE 102 MIẾNG - BĂNG CÁ NHÂN VẢI ĐỎ ĐINH CAO, GÔN BẠCH TUYẾT CẮT SĂN ZIGZAG 100G",Sức khoẻ,synthetic,0.95
"CÔNG TY CỔ PHẦN DƯỢC PHẨM FPT LONG CHÂU | NATRI CLORID 0.9% F.T 500ML DUNG DỊCH SÚC MIỆNG, CỒN 70 ĐỘ VĨNH PHÚC CÓ VÒI XỊT 500ML, URGO DURABLE 102 MIẾNG - BĂNG CÁ NHÂN VẢI ĐỎ ĐINH CAO, URGOBAND 10CM X 4.5M - BĂNG THUN 3 MÓC, GĂNG TAY Y TẾ CÓ BỘT SUPER CARE LATEX POWDER EXAMINATION GLOVES SIZE M - HỘP 100 CÁI, NƯỚC OXY GIÀ VĨNH PHÚC 3% 60ML, GẠC BẠO THẠCH LỚN 8CMDX10CMX12 LỚP BỊCH 10 MIẾNG, GÔN BẠCH TUYẾT CẮT SĂN ZIGZAG 100G, POVIDINE PHARMEDIC 90ML",Sức khoẻ,synthetic,0.95
"Bệnh Viện Từ Dũ - Nhà thuốc 227 Cống Quỳnh | Clogin elle, Saferon",Sức khoẻ,synthetic,0.95
"Pharmacity | Charz Orange, Forza Diet Multivitamin",Sức khoẻ,synthetic,0.95
"NHÀ THUỐC BỆNH VIỆN ĐA KHOA HÀ ĐÔNG | Povidon iod 10%/150ml, vòng tay một lần, Stiprol (Glycerol) 9g h/6 tub thụt, Fogyma, BONE-ER Vitamin D3-K2",Sức khoẻ,synthetic,0.95
"Khoa Binh Thuan | Ve sinh thay bang, Phi Tieu Phau",Sức khoẻ,synthetic,0.95
Khoa Binh Thuan | Phi tiem,Sức khoẻ,synthetic,0.95
"BỆNH VIỆN BACH MAI NHÀ THUỐC SỐ 3 | Newbutin SR, Babyta, Probioticslactomin plus 3g",Sức khoẻ,synthetic,0.95
"Phi bôi thuôc, Phẫu thuật cắt trĩ, Điện tim thường",Sức khoẻ,synthetic,0.95
"Phi bôi thuôc, Phẫu thuật cắt trĩ, Điều trị hông ngoại",Sức khoẻ,synthetic,0.95
"BỆNH VIỆN BACH MAI NHÀ THUỐC SỐ 3 | Imu Pro, Babyta, Newbutin SR",Sức khoẻ,synthetic,0.95
"Điều trị hông ngoại, Phẫu thuật cắt trĩ, phi truyên dich",Sức khoẻ,synthetic,0.95
Khoa Binh Thuan | Phi Tieu Phau,Sức khoẻ,synthetic,0.95
"CÔNG TY CỔ PHẦN DƯỢC PHẨM PHARMACITY | Lacteol Sachet 340mg (H10goi), Strepsils Original (24vien), DD Alfasept Handrub Lavitec (500ml), Panadol Extra - Moi (180vien), PMC Xịt Rua Tay Kho Hương Tra Xanh 18ml, PMC Con 70 (500ml)",Sức khoẻ,synthetic,0.95
"Phòng Khám Đa Khoa Nguyễn Trãi | Phí điều trị đốt, phí điều trị",Sức khoẻ,synthetic,0.95
Bệnh Viện Từ Dũ - Nhà thuốc 227 Cống Quỳnh | Saferon,Sức khoẻ,synthetic,0.95
"BỆNH VIỆN BACH MAI NHÀ THUỐC SỐ 3 | Babyta, Imu Pro, Probioticslactomin plus 3g",Sức khoẻ,synthetic,0.95
"CÔNG TY CỔ PHẦN DƯỢC PHẨM FPT LONG CHÂU | CHAI XỊT LẠNH GIẢM ĐAU SAU CHẤN THƯƠNG STARBALM COLD SPRAY NOVUM 150ML, NATRI CLORID 0.9% F.T 500ML DUNG DỊCH SÚC MIỆNG, GĂNG TAY Y TẾ CÓ BỘT SUPER CARE LATEX POWDER EXAMINATION GLOVES SIZE M - HỘP 100 CÁI, NƯỚC OXY GIÀ VĨNH PHÚC 3% 60ML, URGOBAND 10CM X 4.5M - BĂNG THUN 3 MÓC, POVIDINE PHARMEDIC 90ML, URGO DURABLE 102 MIẾNG - BĂNG CÁ NHÂN VẢI ĐỎ ĐINH CAO, GÔN BẠCH TUYẾT CẮT SĂN ZIGZAG 100G, GẠC BẠO THẠCH LỚN 8CMDX10CMX12 LỚP BỊCH 10 MIẾNG",Sức khoẻ,synthetic,0.95
"NHÀ THUỐC BỆNH VIỆN ĐA KHOA HÀ ĐÔNG | Stiprol (Glycerol) 9g h/6 tub thụt, Povidon iod 10%/150ml, vòng tay một lần, TRIMOXTAL 500",Sức khoẻ,synthetic,0.95
"NHÀ THUỐC BỆNH VIỆN ĐA KHOA HÀ ĐÔNG | Fogyma, Stiprol (Glycerol) 9g h/6 tub thụt, vòng tay một lần, BONE-ER Vitamin D3-K2",Sức khoẻ,synthetic,0.95
"BỆNH VIỆN BACH MAI NHÀ THUỐC SỐ 3 | Masumax, Babyta, Newbutin SR",Sức khoẻ,synthetic,0.95
Phòng Khám Đa Khoa Nguyễn Trãi | phí điều trị,Sức khoẻ,synthetic,0.95
"Pharmacity | Forza Diet Multivitamin, Charz Orange",Sức khoẻ,synthetic,0.95
"Phòng Khám Đa Khoa Nguyễn Trãi | Phí điều trị đốt, phí tiểu phẫu",Sức khoẻ,synthetic,0.95
"CÔNG TY CỔ PHẦN DƯỢC PHẨM FPT LONG CHÂU | URGOBAND 10CM X 4.5M - BĂNG THUN 3 MÓC, GĂNG TAY Y TẾ CÓ BỘT SUPER CARE LATEX POWDER EXAMINATION GLOVES SIZE M - HỘP 100 CÁI, POVIDINE PHARMEDIC 90ML, NATRI CLORID 0.9% F.T 500ML DUNG DỊCH SÚC MIỆNG, GÔN BẠCH TUYẾT CẮT SĂN ZIGZAG 100G, CỒN 70 ĐỘ VĨNH PHÚC CÓ VÒI XỊT 500ML, GẠC BẠO THẠCH LỚN 8CMDX10CMX12 LỚP BỊCH 10 MIẾNG, CHAI XỊT LẠNH GIẢM ĐAU SAU CHẤN THƯƠNG STARBALM COLD SPRAY NOVUM 150ML",Sức khoẻ,synthetic,0.95
"NHÀ THUỐC BỆNH VIỆN ĐA KHOA HÀ ĐÔNG | Povidon iod 10%/150ml, TRIMOXTAL 500, BONE-ER Vitamin D3-K2, Stiprol (Glycerol) 9g h/6 tub thụt, vòng tay một lần",Sức khoẻ,synthetic,0.95
IELTS 7.0 Standard - Off,Giáo dục,manual,1.0
"NHÀ SÁCH GD-TC CẨM PHẢ | gọt chì 108, Bút bi TL 061, Tẩy H01400, Thước 20cm, Bút bi nến ngắn, Bút bi Deli, Tẩy TP-E024, Nhãn vở campus, Sticker XCY, VPP Loại 5K",Giáo dục,manual,1.0
"NHÀ SÁCH GD-TC CẨM PHẢ | Ngữ văn 10/1, Đại số 10, Hình học 10, Hóa học 10, Lịch sử 10, Sinh học 10, GDCD 10, Công nghệ 10, Tiếng Anh 10, Tin 10",Giáo dục,manual,1.0
"NHÀ SÁCH GD-TC CẨM PHẢ | Giấy nhăn màu 3*3, Ví bút trong 19-11, Bút bi 027, Bút dạ quang 70+, Chì kim S329, Ngòi chì kim PL101, Tẩy MG 4B, Thước sắt 20cm, Vở kẻ ngang, Hình học 11",Giáo dục,manual,1.0
"NHÀ SÁCH GD.TC CẨM PHẢ | BT đại số 10, BT Hình học 10, Đại số 10, Hình học 10, Ngữ văn 10/1, Tiếng Anh 10, BT lí 10, Vật lí 10, Hóa học 10, BT hóa học 10",Giáo dục,auto_verified,0.8
"CÔNG TY TNHH ĐÀO TẠO THIÊN ƯNG | Khóa học kế toán tổng hợp trọn gói, Khóa học cách sử dụng các hàm Excel, Khóa học quyết toán thuế TNDN",Giáo dục,auto_verified,0.8
ILA,Giáo dục,gemini_synthetic,0.9
Anh văn Hội Việt Mỹ,Giáo dục,gemini_synthetic,0.9
Trường Đại Học FPT,Giáo dục,gemini_synthetic,0.9
Trung Tâm Anh Ngữ YOLA,Giáo dục,gemini_synthetic,0.9
"Học phí khóa học IELTS cấp tốc, Sách luyện đề IELTS Cambridge",Giáo dục,gemini_synthetic,0.9
"Giáo trình Marketing căn bản, Bút bi TL 0.5mm, Vở ô ly 100 trang",Giáo dục,gemini_synthetic,0.9
"Sách giáo khoa Ngữ văn 11, Vở Campus 200 trang, Bút chì kim 0.5",Giáo dục,gemini_synthetic,0.9
"Khóa học Photoshop cơ bản online, Ebook thiết kế đồ họa",Giáo dục,gemini_synthetic,0.9
"Phí đăng ký thi TOEIC, Bộ tài liệu ôn thi TOEIC 2024",Giáo dục,gemini_synthetic,0.9
"Máy tính Casio FX-580VN X, Thước kẻ 30cm, Com pa Thiên Long",Giáo dục,gemini_synthetic,0.9
"Học phí khóa học Tiếng Nhật N3, Sách Minna no Nihongo I",Giáo dục,gemini_synthetic,0.9
"Sách ""Tư duy nhanh và chậm"", Khóa học phát triển bản thân",Giáo dục,gemini_synthetic,0.9
ACET Language School | Học phí khóa Academic English 2,Giáo dục,gemini_synthetic,0.9
Apax English | Học phí Tiếng Anh trẻ em tháng 5,Giáo dục,gemini_synthetic,0.9
"Udemy | Khóa học Python cho người mới bắt đầu, Chứng chỉ hoàn thành khóa học",Giáo dục,gemini_synthetic,0.9
"Coursera | Đăng ký Specialization Data Science, Access tài liệu khóa học",Giáo dục,gemini_synthetic,0.9
Trường Đại Học FPT | Học phí kỳ Fall 2024 ngành Kỹ thuật phần mềm,Giáo dục,gemini_synthetic,0.9
"RMIT Việt Nam | Phí đăng ký môn Quản lý dự án, Giáo trình Project Management",Giáo dục,gemini_synthetic,0.9
"Nhà Sách Fahasa | Sách giáo khoa Toán 12, Sách tham khảo Lý 12, Vở caro A4",Giáo dục,gemini_synthetic,0.9
"Phương Nam Book | Từ điển Anh-Việt, Sổ tay từ vựng tiếng Anh",Giáo dục,gemini_synthetic,0.9
"Tiki | Sách ""Đắc nhân tâm"", Bút highlight nhiều màu, Giấy note Post-it",Giáo dục,gemini_synthetic,0.9
"Shopee | Bộ bút màu nước Pentel, Sách tô màu theo số",Giáo dục,gemini_synthetic,0.9
"Văn phòng phẩm Thiên Long | Hộp bút bi FO-04, Bút dạ quang vàng, Tẩy Thiên Long",Giáo dục,gemini_synthetic,0.9
"Hải Tiến Bookstore | Vở kẻ ngang 80 trang x5, Bìa bao sách vở",Giáo dục,gemini_synthetic,0.9
"ILA | Học phí khóa học tiếng Anh giao tiếp cấp tốc, Phí tài liệu",Giáo dục,gemini_synthetic,0.9
"Anh văn Hội Việt Mỹ | Học phí khóa luyện thi IELTS 7.0, Sách bài tập",Giáo dục,gemini_synthetic,0.9
"YOLA | Phí kiểm tra trình độ đầu vào, Khóa học Tiếng Anh thiếu niên",Giáo dục,gemini_synthetic,0.9
"ACET Language School | Lệ phí thi thử IELTS, Sách giáo trình IELTS",Giáo dục,gemini_synthetic,0.9
"Apax English | Đăng ký khóa hè Tiếng Anh, Bộ sách truyện tiếng Anh thiếu nhi",Giáo dục,gemini_synthetic,0.9
"Udemy | Khóa học lập trình web frontend, Ebook CSS HTML JavaScript",Giáo dục,gemini_synthetic,0.9
Coursera | Chứng chỉ Professional Certificate Google IT Support,Giáo dục,gemini_synthetic,0.9
"Trường THPT Lê Quý Đôn | Học phí tháng 9, Tiền quỹ lớp",Giáo dục,gemini_synthetic,0.9
Trường ĐH Kinh tế Quốc dân | Học phí tín chỉ môn Kinh tế vi mô,Giáo dục,gemini_synthetic,0.9
"Nhà Sách Fahasa | Sách ""Cha giàu cha nghèo"", Bút máy luyện chữ đẹp",Giáo dục,gemini_synthetic,0.9
"Phương Nam Book | Tập viết chữ Hán, Từ điển Hán Việt",Giáo dục,gemini_synthetic,0.9
"Tiki | Máy đọc sách Kindle Paperwhite, Bao da Kindle",Giáo dục,gemini_synthetic,0.9
"Shopee | Đèn học chống cận Rạng Đông, Kệ sách mini để bàn",Giáo dục,gemini_synthetic,0.9
"Văn phòng phẩm Hùng Vương | Giấy A4 70gsm x1 ream, Bút lông bảng",Giáo dục,gemini_synthetic,0.9
"Sách Mới | Sách luyện thi THPT Quốc gia môn Sinh học, Bộ đề thi thử",Giáo dục,gemini_synthetic,0.9
"MCBOOKS | Sách ""3000 từ vựng TOEIC"", CD luyện nghe TOEIC",Giáo dục,gemini_synthetic,0.9
ILA | Học phí tiếng Anh IELTS tháng 5/2024,Giáo dục,gemini_synthetic,0.9
"Anh Văn Hội Việt Mỹ VUS | Khóa học Giao tiếp căn bản, Sách Speak Now Level 1",Giáo dục,gemini_synthetic,0.9
"ACET Language School | Học phí IELTS Academic, Lệ phí thi thử",Giáo dục,gemini_synthetic,0.9
